network,station,name,lat,lon,alt,sensitivity,site,vs30
YN,F2809,F2809,23.40000,102.14000,0,70000000000.0,地表,843.10
YN,FE003,FE003,24.08000,102.20000,0,70000000000.0,地表,276.12
YN,FX001,FX001,23.82000,101.55000,0,70000000000.0,地表,855.65
YN,FY001,FY001,23.54000,102.28000,0,70000000000.0,地表,820.66
YN,G2410,G2410,23.65000,102.83000,0,70000000000.0,地表,402.33
YN,G2502,G2502,23.76000,102.41000,0,70000000000.0,地表,463.61
YN,G2506,G2506,23.46000,102.43000,0,70000000000.0,地表,810.70
YN,G2509,G2509,23.70000,102.34000,0,70000000000.0,地表,849.82
YN,G2802,G2802,22.97000,102.61000,0,70000000000.0,地表,900.00
YN,G2805,G2805,23.25000,102.64000,0,70000000000.0,地表,801.44
YN,G2808,G2808,23.12000,102.57000,0,70000000000.0,地表,881.65
YN,G2810,G2810,22.94000,102.69000,0,70000000000.0,地表,860.79
YN,G2811,G2811,23.15000,102.66000,0,70000000000.0,地表,900.00
YN,G2901,G2901,23.29000,102.16000,0,70000000000.0,地表,788.25
YN,G2902,G2902,23.29000,101.97000,0,70000000000.0,地表,702.94
YN,G2903,G2903,23.17000,102.30000,0,70000000000.0,地表,631.76
YN,G2904,G2904,23.27000,102.36000,0,70000000000.0,地表,900.00
YN,G2905,G2905,23.21000,102.17000,0,70000000000.0,地表,726.94
YN,G2906,G2906,23.24000,101.85000,0,70000000000.0,地表,804.42
YN,G3008,G3008,22.86000,102.95000,0,70000000000.0,地表,751.29
YN,G3101,G3101,22.64000,102.15000,0,70000000000.0,地表,724.58
YN,G3102,G3102,22.96000,101.97000,0,70000000000.0,地表,896.27
YN,G3105,G3105,22.74000,102.38000,0,70000000000.0,地表,838.92
YN,G3106,G3106,22.80000,102.50000,0,70000000000.0,地表,900.00
YN,G3107,G3107,22.79000,102.27000,0,70000000000.0,地表,900.00
YN,G3108,G3108,22.83000,102.14000,0,70000000000.0,地表,716.27
YN,G3109,G3109,23.08000,102.49000,0,70000000000.0,地表,612.57
YN,G3110,G3110,22.87000,102.42000,0,70000000000.0,地表,537.78
YN,GHH01,GHH01,23.20000,102.06000,0,70000000000.0,基岩,605.09
YN,GL001,GL001,22.86000,101.97000,0,70000000000.0,地表,644.93
YN,J0201,J0201,22.58000,100.90000,0,70000000000.0,地表,361.83
YN,J0202,J0202,22.62000,100.72000,0,70000000000.0,地表,530.74
YN,J0203,J0203,22.84000,100.36000,0,70000000000.0,地表,634.86
YN,J0204,J0204,22.66000,100.55000,0,70000000000.0,地表,417.40
YN,J0205,J0205,22.63000,101.12000,0,70000000000.0,地表,559.71
YN,J0206,J0206,22.94000,100.70000,0,70000000000.0,地表,519.29
YN,J0207,J0207,22.76000,100.93000,0,70000000000.0,地表,568.01
YN,J2101,J2101,23.43000,101.19000,0,70000000000.0,地表,499.41
YN,J2102,J2102,22.77000,101.45000,0,70000000000.0,地表,900.00
YN,J2103,J2103,23.52000,101.17000,0,70000000000.0,地表,900.00
YN,J2104,J2104,23.27000,101.13000,0,70000000000.0,地表,897.95
YN,J2105,J2105,23.17000,100.99000,0,70000000000.0,地表,783.20
YN,J2106,J2106,23.13000,100.83000,0,70000000000.0,地表,609.32
YN,J2107,J2107,22.97000,101.05000,0,70000000000.0,地表,541.97
YN,J2108,J2108,23.00000,101.37000,0,70000000000.0,地表,578.56
YN,J2201,J2201,23.05000,101.86000,0,70000000000.0,地表,900.00
YN,J2202,J2202,23.48000,101.36000,0,70000000000.0,地表,720.24
YN,J2203,J2203,23.32000,101.56000,0,70000000000.0,地表,890.60
YN,J2204,J2204,23.35000,101.80000,0,70000000000.0,地表,492.80
YN,J2205,J2205,23.06000,101.62000,0,70000000000.0,地表,900.00
YN,J2206,J2206,23.67000,101.52000,0,70000000000.0,地表,541.32
YN,J2207,J2207,22.97000,101.79000,0,70000000000.0,地表,900.00
YN,J2208,J2208,23.63000,101.30000,0,70000000000.0,地表,653.90
YN,J2210,J2210,23.18000,101.49000,0,70000000000.0,地表,410.12
YN,J2211,J2211,23.43000,101.70000,0,70000000000.0,地表,514.76
YN,J2302,J2302,24.38000,101.03000,0,70000000000.0,地表,774.81
YN,J2311,J2311,24.49000,100.94000,0,70000000000.0,地表,436.81
YN,J2312,J2312,24.30000,100.92000,0,70000000000.0,地表,563.24
YN,J2313,J2313,24.15000,100.92000,0,70000000000.0,地表,479.11
YN,J2401,J2401,23.22000,100.19000,0,70000000000.0,地表,773.74
YN,J2402,J2402,22.93000,100.46000,0,70000000000.0,地表,672.13
YN,J2403,J2403,23.06000,100.43000,0,70000000000.0,地表,335.43
YN,J2404,J2404,23.75000,100.62000,0,70000000000.0,地表,239.62
YN,J2405,J2405,23.22000,100.39000,0,70000000000.0,地表,457.34
YN,J2406,J2406,23.11000,100.35000,0,70000000000.0,地表,536.06
YN,J2407,J2407,23.69000,100.50000,0,70000000000.0,地表,414.18
YN,J2408,J2408,23.81000,100.45000,0,70000000000.0,地表,617.42
YN,J2409,J2409,23.43000,100.57000,0,70000000000.0,地表,722.04
YN,J2410,J2410,23.59000,100.90000,0,70000000000.0,地表,693.11
YN,J2411,J2411,23.60000,100.65000,0,70000000000.0,地表,642.12
YN,J2412,J2412,23.54000,100.40000,0,70000000000.0,地表,306.12
YN,J2413,J2413,23.37000,100.17000,0,70000000000.0,地表,900.00
YN,J2414,J2414,23.54000,100.20000,0,70000000000.0,地表,482.14
YN,J2415,J2415,23.52000,100.99000,0,70000000000.0,地表,900.00
YN,J2416,J2416,23.28000,100.74000,0,70000000000.0,地表,900.00
YN,J2417,J2417,23.42000,100.67000,0,70000000000.0,地表,460.36
YN,J2418,J2418,23.28000,100.56000,0,70000000000.0,地表,887.44
YN,J2501,J2501,23.87000,100.88000,0,70000000000.0,地表,305.03
YN,J2502,J2502,23.72000,101.15000,0,70000000000.0,地表,802.59
YN,J2505,J2505,24.18000,100.74000,0,70000000000.0,地表,900.00
YN,J2506,J2506,24.06000,100.81000,0,70000000000.0,地表,476.31
